2022-04-30 21:28:41 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2022-04-30 21:28:56 [main] INFO  o.s.c.c.c.ConfigServicePropertySourceLocator - Fetching config from server at : http://config-server:8888
2022-04-30 21:29:03 [main] INFO  o.s.c.c.c.ConfigServicePropertySourceLocator - Located environment: name=elastic-query-web-client, config-client, profiles=[elastic_query_web], label=null, version=3378b07c11914efbfe6f1bc33115e0c769a022af, state=null
2022-04-30 21:29:03 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-configClient'}, BootstrapPropertySource {name='bootstrapProperties-https://github.com/pvnreddy/microservices-demo-config/config-client-elastic_query_web.yml'}, BootstrapPropertySource {name='bootstrapProperties-https://github.com/pvnreddy/microservices-demo-config/config-client.yml'}]
2022-04-30 21:29:04 [main] INFO  c.m.d.e.q.w.c.ElasticQueryWebClientApplication - The following profiles are active: elastic_query_web
2022-04-30 21:29:20 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=dba2a671-0340-3cac-8a45-2b09ac52d1e9
2022-04-30 21:29:20 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-04-30 21:29:20 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-04-30 21:29:20 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'reactorDeferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-04-30 21:29:24 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8184 (http)
2022-04-30 21:29:24 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8184"]
2022-04-30 21:29:24 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2022-04-30 21:29:24 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2022-04-30 21:29:25 [main] INFO  o.a.c.c.C.[.[.[/elastic-query-service] - Initializing Spring embedded WebApplicationContext
2022-04-30 21:29:25 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 20400 ms
2022-04-30 21:29:31 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@20cff21e, org.springframework.security.web.context.SecurityContextPersistenceFilter@6aae0e6f, org.springframework.security.web.header.HeaderWriterFilter@1ee40b5c, org.springframework.security.web.csrf.CsrfFilter@15d236fd, org.springframework.security.web.authentication.logout.LogoutFilter@78d92eef, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@39133244, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7b9e25bd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@565d7d2f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@463045fb, org.springframework.security.web.session.SessionManagementFilter@d8835af, org.springframework.security.web.access.ExceptionTranslationFilter@5fb54740, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@251a90ce]
2022-04-30 21:29:34 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-04-30 21:29:35 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
2022-04-30 21:29:37 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. You can switch to using Caffeine cache, by adding it to the classpath.
2022-04-30 21:29:37 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8184"]
2022-04-30 21:29:37 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8184 (http) with context path '/elastic-query-service'
2022-04-30 21:29:37 [main] INFO  c.m.d.e.q.w.c.ElasticQueryWebClientApplication - Started ElasticQueryWebClientApplication in 67.953 seconds (JVM running for 77.352)
2022-04-30 21:34:08 [http-nio-8184-exec-6] INFO  o.a.c.c.C.[.[.[/elastic-query-service] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-04-30 21:34:08 [http-nio-8184-exec-6] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2022-04-30 21:34:08 [http-nio-8184-exec-6] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 28 ms
2022-04-30 21:34:15 [http-nio-8184-exec-7] INFO  c.m.d.e.q.w.c.api.QueryController - Querying with text java
2022-04-30 21:34:15 [http-nio-8184-exec-7] INFO  c.m.d.e.q.w.c.s.i.TwitterElasticWebClientService - Querying with web client for text java
2022-04-30 21:34:16 [http-nio-8184-exec-10] INFO  c.m.d.e.q.w.c.api.QueryController - Querying with text java
2022-04-30 21:34:16 [http-nio-8184-exec-10] INFO  c.m.d.e.q.w.c.s.i.TwitterElasticWebClientService - Querying with web client for text java
2022-04-30 21:34:25 [http-nio-8184-exec-9] INFO  c.m.d.e.q.w.c.api.QueryController - Querying with text java
2022-04-30 21:34:25 [http-nio-8184-exec-9] INFO  c.m.d.e.q.w.c.s.i.TwitterElasticWebClientService - Querying with web client for text java
